Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Travail salarié et capital,,,,,Karl Marx,"Marx, Karl",,,,,,Science marxiste,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,9782912639417,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/23 14:37:26.264821052,,,,,,,,Essai,0,0,,http://images.amazon.com/images/P/2912639417.01Z.jpg,
Trésor de contemplation,,Devenir un ami du monde,,,Guéshé Kelsang Gyatso,"Gyatso, Guéshé Kelsang",,,,,,Tharpa Editions,,2018/04/10,2018,,,,,"Un grand nombre de personnes ont le désir compatissant d'aider les autres, mais peu comprennent comment faire cela efficacement dans la vie quotidienne. Les bodhissattvas sont des amis du monde et ont une telle compassion qu'ils sont capables de transformer toutes leurs activités quotidiennes pour que ce soit utile aux autres. La voie du bodhissattva a été expliquée avec splendeur dans le texte classique du Vllle siècle du maître bouddhiste Shantidéva Le Guide du mode de vie du bodhissattva. Dans ce commentaire de l'oeuvre de Shantidéva, Vénérable Guéshé Kelsang Gyatso Rinpotché dévoile l'efficacité et la profondeur de ce merveilleux poème pour le rendre applicable à notre époque.",,,,,,,,,,,624,,,,,,français,,,,,,9791090820074,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:44:30.672781944,,,,,,,fqlStgEACAAJ,"Religion, Spiritualité",0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/6B2FBEBB-DC25-44BB-9420-9EDA73C8C617,
Trouble dans le genre,,Le féminisme et la subversion de l'identité,,,Judith Butler,"Butler, Judith",,,,,,La Découverte,,2006/11/02,2006,,,,,"Dans cet ouvrage majeur publié en 1990 aux Etats-Unis, la philosophe Judith Butler invite à penser le trouble qui perturbe le genre pour définir une politique féministe sans le fondement d'une identité stable. Ce livre désormais classique pour les recherches sur le genre, aussi bien que les études gaies et lesbiennes, est au principe de la théorie et de la politique queer : non pas solidifier la communauté d'une contre-culture, mais bousculer l'hétérosexualité obligatoire en la dénaturalisant. Il ne s'agit pas d'inversion, mais de subversion. Judith Butler localise les failles qui manifestent à la marge le dérèglement plus général de ce régime de pouvoir. En même temps, elle soumet à la question les injonctions normatives qui constituent les sujets sexuels. Jamais nous ne parvenons à nous conformer tout à fait aux normes : entre genre et sexualité, il y a toujours du jeu. Le pouvoir ne se contente pas de réprimer ; il ouvre en retour, dans ce jeu performatif, la possibilité d'inventer de nouvelles formations du sujet. La philosophe relit Michel Foucault, Sigmund Freud, Jacques Lacan et Claude Lévi-Strauss, mais aussi Simone de Beauvoir, Luce Irigaray, Julia Kristeva et Monique Wittig, afin de penser, avec et contre eux, sexe, genre et sexualité - nos désirs et nos plaisirs. Pour jeter le trouble dans la pensée, Judith Butler donne à voir le trouble qui est déjà dans nos vies.",,,,,,,,,,,283,,,,,,français,,,,,,9782707150189,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:54:29.666283965,,,,,,,GTTaAAAAMAAJ,Études,0,0,,,
Uchronia,,"Duplicate - Do Not Create, Infiltrate - Do Not Exhibit, Exceed - Do Not Belong, Appear - Do Not Claim, Delegate - Do Not Restrict",,,"Annie Vigier, Franck Apertet, Emanuele Quinz","Vigier, Annie",,,,,,Sternberg Press,,,2017,,,,,"Uchronia' is a project initiated by the artists Annie Vigier and Franck Apertet (les gens d?Uterpan) in 2014, which emanates from the analysis of individual or collective attitudes and behaviors produced in the public space of a given city. The word uchronia, used among others by the French philosopher Charles Renouvier in his book 'Uchronie, l?utopie dans l?histoire' (1876), means 'non-time', that is, a time that doesn?t exist.00In response to the increasing transformation of public spaces into functional areas toward which individuals are guided to fulfill a given activity, the two artists call upon citizens to become uchronists, to infiltrate public life with physical modules coming from daily behaviors, synchronized and adjusted according to context. Contrary to flash mobs or performances, these actions don?t address spectators. Passersby are accidentally witnesses, attentive or not, of these presences and gestures that maintain the formal appearance of normality.0.",,,,,,,,,,,280,,,,,,anglais,,,,,,9783956792656,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.399606943,,,,,,,TjEWtAEACAAJ,Études,0,0,,,
"Uchronie(s), New Beijing. Tome 1",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,48,,,,,,français,,,,,,9782723484046,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.071753978,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723484041.01Z.jpg,
"Uchronie(s), New Byzance. Tome 1, Ruines",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,53,,,,,,français,,,,,,9782723459051,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/01 11:31:34.318024992,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723459055.01Z.jpg,
"Uchronie(s), New Byzance. Tome 3, Réalités",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,53,,,,,,français,,,,,,9782723465052,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.077332973,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723465055.01Z.jpg,
"Uchronie(s), New Delhi. Tome 1",,,,,Corbeyran (1964-....).,"(1964-....)., Corbeyran",,,,,,Glénat,,,,,,,,,,,,,,,,,,,48,,,,,,français,,,,,,9782723490405,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.058166980,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723490408.01Z.jpg,
"Uchronie(s), New Harlem. Tome 1, Rapt",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,53,,,,,,français,,,,,,9782723460026,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.062363028,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723460029.01Z.jpg,
"Uchronie(s), New Harlem. Tome 3, Révisionnisme",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,53,,,,,,français,,,,,,9782723465069,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.065611958,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723465063.01Z.jpg,
"Uchronie(s), New-York. Tome 1, Renaissance",,,,,(1964- ...) Corbeyran,"Corbeyran, (1964- ...)",,,,,,Glénat,,,,,,,,,,,,,,,,,,,53,,,,,,français,,,,,,9782723459068,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/01 11:31:34.323503017,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723459063.01Z.jpg,
Uchronies,,"New York / 3, Retrouvailles.",,,Djillali Defali,"Defali, Djillali",,,,,,Glénat,,,2010,,,,,,,,,,,,,,,,54,,,,,,français,,,,,,9782723465076,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/04 17:19:20.899009943,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723465071.01Z.jpg,
Un bouddhisme moderne,,la voie de la compassion et de la sagesse,,,Guéshé Kelsang Gyatso,"Gyatso, Guéshé Kelsang",,,,,,Éd. Tharpa,,,2010,,,,,"Un Bouddhisme moderne révèle comment intégrer tous les aspects, du plus simple au plus profond, de la voie bouddhiste dans notre vie quotidienne pour résoudre nos problèmes quotidiens et connaitre une paix intérieure et un bonheur profond. Il encourage également tout pratiquant spirituel, quelles que soient sa foi et ses convictions religieuses, à approfondir sa compréhension et sa pratique de la voie spirituelle. En développant notre compassion et notre sagesse dans notre vie quotidienne, nous pourrons transformer notre vie et améliorer nos relations avec les autres. Nous pourrons ainsi résoudre tous nos problèmes quotidiens et accomplir le véritable sens de la vie humaine. La compassion et la sagesse sont comme les deux ailes d’un oiseau, elles nous permettent d’atteindre rapidement l’état pleinement éveillé de Bouddha.",,,,,,,,,,,442,,,,,,français,,,,,,9782913717404,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:13:35.339200973,,,,,,,CeTMwAEACAAJ,"Religion, Spiritualité",0,0,,http://images.amazon.com/images/P/2913717403.01Z.jpg,
Un Bouddhisme moderne - Volume 1 : Le soutra,,,,,Guéshé Kelsang Gyatso,"Gyatso, Guéshé Kelsang",,,,,,Editions Tharpa,,,,,,,Self-Help,"Ce livre électronique en trois volumes, Un Bouddhisme moderne – la voie de la compassion et de la sagesse, est distribué gratuitement à la demande de son auteur, Guéshé Kelsang Gyatso. L'auteur nous dit que, « Grâce à la lecture et la pratique des instructions données dans ce livre, chacun peut résoudre ses problèmes quotidiens et maintenir un esprit heureux à tout moment. » Afin que ces bienfaits puissent se répandre dans le monde entier, Guéshé Kelsang souhaite offrir ce livre à tous.Dans ce premier volume, le soutra, nous voyons comment pratiquer les fondements de la compassion et de la sagesse bouddhiste. Les sujets couverts sont : → qu'est-ce que le bouddhisme ?→ la foi bouddhiste→ la grande valeur de notre vie humaine→ que signifie notre mort ?→ Qu'est-ce que le karma ?→ les quatre nobles vérités→ et l’entraînement à l'amour et à la compassion. Nous apprenons dans ce volume à transformer nos vies, à améliorer nos relations, et à regarder derrière les apparences pour comprendre la manière dont les choses existent.S'il vous plaît, respectez ce précieux livre du dharma, dont la fonction est de libérer définitivement les êtres vivants de la souffrance. En lisant et en pratiquant continuellement les conseils donnés dans ce livre, tous vos problèmes causés par la colère, l'attachement et l'ignorance prendront fin.Profitez de ce cadeau spécial de Guéshé Kelsang Gyatso, qui dédie « pour que chaque personne qui lit ce livre connaisse une profonde paix intérieure et accomplisse le vrai sens de la vie humaine ».",,,,,,,,,,,167,,,,,,français,,,,,,9782953911732,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:13:17.691624999,,,,,,,wsjEAho-EvkC,"Religion, Spiritualité",0,0,,,
Un Bouddhisme moderne - Volume 2 : Le tantra,,,,,Guéshé Kelsang Gyatso,"Gyatso, Guéshé Kelsang",,,,,,Editions Tharpa,,,,,,,Religion,"Ce livre électronique en trois volumes, Un Bouddhisme moderne – la voie de la compassion et de la sagesse, est distribué gratuitement à la demande de son auteur, Guéshé Kelsang Gyatso. L'auteur nous dit que, « Grâce à la lecture et la pratique des instructions données dans ce livre, chacun peut résoudre ses problèmes quotidiens et maintenir un esprit heureux à tout moment. » Afin que ces bienfaits puissent se répandre dans le monde entier, Guéshé Kelsang souhaite offrir ce livre à tous.Dans ce deuxième volume, le tantra, nous voyons comment pratiquer les profonds enseignements tantriques de Bouddha, la voie rapide menant à l'éveil spirituel. Les sujets couverts sont : → la grande valeur du tantra→ le tantra de l'étape de génération et l'étape de réalisation→ comment méditer sur le canal central→ la goutte indestructible, et le vent et l'esprit indestructibles...Nous apprenons dans ce volume comment, par une pratique sincère, réaliser les souhaits de notre compassion et atteindre la pleine illumination, l'éveil spirituel, dans cette vie.S'il vous plaît, respectez ce précieux livre du dharma, dont la fonction est de libérer définitivement les êtres vivants de la souffrance. En lisant et en pratiquant continuellement les conseils donnés dans ce livre, tous vos problèmes causés par la colère, l'attachement et l'ignorance prendront fin.Profitez de ce cadeau spécial de Guéshé Kelsang Gyatso, qui dédie « pour que chaque personne qui lit ce livre connaisse une profonde paix intérieure et accomplisse le vrai sens de la vie humaine ».",,,,,,,,,,,132,,,,,,français,,,,,,9782953911749,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:13:23.584849953,,,,,,,52hvJ9lM8X8C,"Religion, Spiritualité",0,0,,,
Un Bouddhisme moderne - Volume 3 : Prières pour la pratique quotidienne,,,,,Guéshé Kelsang Gyatso,"Gyatso, Guéshé Kelsang",,,,,,Editions Tharpa,,,,,,,Self-Help,"Ce livre électronique en trois volumes, Un Bouddhisme moderne – la voie de la compassion et de la sagesse, est distribué gratuitement à la demande de son auteur, Guéshé Kelsang Gyatso. L'auteur nous dit que, « Grâce à la lecture et la pratique des instructions données dans ce livre, chacun peut résoudre ses problèmes quotidiens et maintenir un esprit heureux à tout moment. » Afin que ces bienfaits puissent se répandre dans le monde entier, Guéshé Kelsang souhaite offrir ce livre à tous.Dans ce troisième volume, Prières pour la pratique quotidienne, nous trouvons un ensemble de prières pour nous aider dans notre pratique des méditations du soutra et du tantra : → La Prière libératrice→ Prières pour la méditation→ Le Yoga de Bouddha Hérouka→ La sadhana d'Avalokiteshvara→ Libération hors de la douleur (requêtes aux vingt-et-une Tara)Nous y trouvons également un glossaire, des informations bibliographiques et des informations générales. Par une pratique régulière de ces prières, nous pouvons faire grandir et maintenir notre compassion et notre sagesse dans notre vie quotidienne, et réaliser rapidement notre potentiel.S'il vous plaît, respectez ce précieux livre du dharma, dont la fonction est de libérer définitivement les êtres vivants de la souffrance. En lisant et en pratiquant continuellement les conseils donnés dans ce livre, tous vos problèmes causés par la colère, l'attachement et l'ignorance prendront fin.Profitez de ce cadeau spécial de Guéshé Kelsang Gyatso, qui dédie « pour que chaque personne qui lit ce livre connaisse une profonde paix intérieure et accomplisse le vrai sens de la vie humaine ».",,,,,,,,,,,203,,,,,,français,,,,,,9782953911756,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:13:20.799298048,,,,,,,EaZzqdD9feoC,"Religion, Spiritualité",0,0,,,
Un bouddhisme moderne la voie de la compassion et de la sagesse,,,,,Kelsang Gyatso (Geshe ; 1931- ...).,"(Geshe, Kelsang Gyatso",,,,,,Éd. Tharpa,,,2013,,,,,,,,,,,,,,,,,,,,,,français,,,,,,9791090820364,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:44:30.682399034,,,,,,,,"Religion, Spiritualité",0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/E4C18A8E-7ED0-4584-8417-BF9437664BD6,
Un boycott légitime,,pour le BDS universitaire et culturel de l'État d'Israël,,,"Eyal Sivan, Armelle Laborie","Sivan, Eyal",,,,,,La Fabrique éditions,,,2016,,,,,"""Pour l'État d'Israël, la principale source d'exportation vers l'Occident n'est pas faite de mandarines ou d'avocats, ni même d'armement ou de systèmes sécuritaires : l'essentiel, c'est la promotion d'une image, celle de ""énergie créative"" pour tout ce qui touche à la culture. ""Les produits israéliens comme la littérature, la musique, la danse, le cinéma, l'art, la gastronomie, la science et les technologies, l'architecture et l'histoire sont des domaines culturels susceptibles de toucher les publics cibles, particulièrement en Europe"" explique un ex-député du parti de gauche Meretz. Or cette vitrine culturelle, comme le prestige international de l'université israélienne, masque une tout autre réalité : les liens entre cette université et l'institution militaire, le rôle de l'université dans la recherche de nouveaux outils de combat et de renseignement, la discrimination des étudiants palestiniens, l'absence de protestation contre les guerres menées à Gaza ... Et l'évidence que les écrivains, artistes et cinéastes du soi-disant Camp de la paix, d'Amos Oz à Amos Gitaï ou David Grossman, ne sont que des dissidents officiels tout à fait inoffensifs. C'est cette réalité-là qui explique le succès exponentiel du boycott académique et culturel dans le monde entier. Ce boycott n'est ni un obstacle au dialogue, ni un frein à l'action d'une ""gauche sioniste"" muette et paralytique. Il est un mode de résistance pacifique et parfaitement légitime.""--Page 4 of cover.",,,,,,,,,,,183,,,,,,français,,,,,,9782358720878,0,0.000000,,Read,,2019/07/28,,,,,,0,,,,2019/07/28 18:07:28.828639984,,,,,,,88dmvgAACAAJ,Essai,0,0,,http://images.amazon.com/images/P/2358720879.01Z.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Laura"",""type"":12,""addedDate"":""2019\/07\/28 18:33:12.820075988"",""activityDate"":""2019\/07\/28""}]"
